Moves
6245
3224
3037
5659
4539
3343
1835
2913
1421
405
5539
2913
2122
6254
2843
1430
5244
3449
5251
2737
3250
3829
2945
2138
311
5950
3946
238
512
5135
2223
715
5051
2
2836
5135
1126
5245
2835
3038
1
1147
2836
1828
418
3543
4034
5849
1228
2735
3720
3241
4561
4334
1910
3443
1918
910
5742
5851
612
1926
220
2518
2005
4531
3730
901
6062
704
2829
5446
1220
5345
1430
5849
2635
2128
5658
2221
3847
3544
4033
3915
5244
4551
2935
3732
2643
2127
3534
3224
2737
2534
5447
1127
3139
343
3931
6245
3644
1
4458
3224
5751
6134
2735
5145
621
118
5236
2736
3139
5539
1523
2943
5951
1108
1720
4941
4252
6152
5135
2625
3811
5235
111
2434
4234
3426
1826
2127
229
5438
638
613
3013
1912
615
3628
2136
3731
1026
5143
2017
519
3163
2111
2921
5034
704
4851
3629
2129
824
460
304
5563
5244
4336
5345
3
4452
102
1323
3336
3023
2734
5935
4438
2733
1220
4539
2028
3644
1310
3021
5958
2533
5010
3417
312
3701
5245
4453
4227
1312
5135
3627
2720
339
1228
5042
6245
2012
3626
4435
1321
1421
2735
6254
6134
3528
6152
4126
5657
621
5245
3023
3528
2938
5849
607
5123
3627
5851
6153
4840
4442
3643
5648
2836
3122
1322
118
5446
3946
4437
3549
1725
1523
4133
1219
1523
1132
106
5134
317
4436
504
6
3946
1926
1926
2818
1928
3449
311
2229
5135
3831
5034
621
5857
3552
5034
1322
1724
1127
3325
3946
3628
6062
5136
1329
4241
4942
2835
1936
6062
1812
1018
6245
5748
917
2936
6058
1019
801
3525
2635
111
5237
5244
1219
5941
4126
118
1530
1926
2720
1725
1937
1127
5042
304
513
2837
5658
242
3526
1312
4140
2742
4058
1927
3520
2017
3837
5956
2003
1413
1625
5850
621
6137
1406
2533
5943
1817
2835
3628
111
5135
533
3830
4257
1529
6254
1008
2937
304
3929
5034
2845
3527
3845
5447
519
3427
2836
5742
5851
6051
118
1213
2843
1012
704
5608
4942
5354
1817
411
5337
412
5136
3831
4551
5849
4435
4958
4755
5957
6245
2129
5851
4530
5547
917
4639
3831
5935
2136
6245
111
4942
5254
2237
5741
1018
4528
4227
4536
1321
2837
3419
311
6159
4133
1828
1109
2552
2643
4832
3027
1833
6254
3829
2721
4336
411
5234
2519
5244
3829
5345
5849
1810
6152
5751
3044
3646
5751
2012
2011
118
3545
5
3829
5657
1810
5034
3503
5826
4539
6152
4454
1523
6152
111
1927
3425
3931
5034
1221
5849
1422
3031
1121
917
5659
4536
5346
5361
3629
2726
2112
1421
3529
4518
514
514
1128
2937
406
1228
1228
4435
3
5135
4250
4235
5446
5244
1322
1430
514
406
621
1835
2322
5844
1531
5446
2111
5742
4840
1430
5462
6143
4552
1120
1430
1228
5830
3529
526
3734
706
5446
1
3325
311
925
5751
1228
1119
3637
5042
502
5244
111
111
1812
3627
6062
5042
1828
1828
6062
1019
6360
3444
3543
6245
1219
4334
5547
1734
2111
3542
1127
3416
5034
1312
6121
1833
2307
4645
4537
2136
621
1428
5951
4125
621
4
4032
4032
2845
2432
3644
514
2130
327
3639
2532
1230
504
5446
6062
2643
621
5144
3121
4435
3846
1835
4351
319
2813
3312
901
1228
2
5742
4336
1422
4232
1703
5143
612
1422
533
4753
1827
621
2029
5337
621
3542
4958
2703
1321
5034
5462
2736
607
5960
4840
200
1026
5352
1726
621
5136
4840
5844
917
6354
4856
5337
1320
1127
3139
1143
2725
2230
5236
406
4800
519
3822
6160
6245
5903
118
6160
2113
715
2127
5960
3341
6105
6154
2938
406
1228
6058
1104
111
3426
1724
5154
1329
4032
1337
816
2836
621
3425
1902
1422
6253
1321
2922
1013
6307
5446
5660
1835
2719
5244
311
4336
2221
4552
118
3534
3029
3936
2552
217
2836
1833
4336
2602
1711
4351
2734
6245
6057
6245
1749
3224
104
2736
5932
4953
1321
1108
4436
6059
5837
321
4149
2127
1826
413
2829
5751
2719
5445
5344
1624
5212
2127
503
2921
4032
1119
4531
1329
5034
2028
6154
5857
2231
201
3629
6261
5236
5034
5751
6254
402
3038
1422
6331
2130
5840
3645
6152
5245
5850
312
5034
4335
2726
1228
6062
6059
2315
5951
3642
3528
1912
2827
2742
5135
6255
1824
4351
1037
621
3520
4535
607
1119
311
1430
5554
5547
1422
3729
402
3829
3621
3145
5840
621
2113
310
6144
4647
3003
5135
4408
351
2138
2113
1127
621
5446
4428
3542
3520
3526
917
6058
3528
1522
1205
1621
4560
1244
5344
4233
5756
1733
5244
203
1220
3226
5849
5042
503
5547
3929
1329
4227
402
111
6154
6152
5446
5152
6263
5237
917
1103
5539
1119
5447
2330
5658
5150
1523
5539
614
402
5938
4537
5903
1228
2433
327
310
5337
1127
4241
5103
4227
5251
1228
5449
1227
4562
4351
3225
4941
621
111
1329
1619
1407
3508
406
4146
5849
6245
2819
812
4435
512
3931
406
5152
5002
1422
1329
4959
1726
2734
4218
4528
604
816
1719
4629
1026
321
1026
5539
4530
5446
5042
5742
1219
5563
6062
307
304
2127
5042
2442
5624
1129
4539
2819
824
925
2837
6245
2635
6062
3218
6059
3627
1026
4638
311
3721
2432
1726
2127
3628
1227
5545
1329
4538
6245
2230
4041
2136
3526
1725
5337
621
4351
1126
5445
5660
5155
5143
4729
3045
3527
1902
310
5657
2139
1430
4436
1531
1827
1825
6245
1438
1228
4032
207
3152
5945
3259
621
6147
118
2937
6245
2744
5135
420
1824
3224
3309
706
3528
4653
3325
5043
3427
5446
917
503
901
2131
1320
3550
623
5660
5742
4227
3629
901
5659
2011
2
917
4132
7
5042
4528
5840
4840
6154
5362
4535
6362
1143
4149
4334
2532
4935
5927
4551
1522
3945
3946
5244
2111
1329
1710
1203
2518
6059
5250
6360
3847
4341
1523
4537
5042
4336
3342
4551
605
3830
2928
4435
2127
118
1822
4840
1312
5135
6152
2028
4535
4252
3528
1727
311
6152
5659
5254
6154
2945
4033
3425
118
6143
1933
6116
3326
3138
4528
242
621
3334
6245
6246
102
4
1810
6152
4134
3829
5245
4334
3340
5951
6255
5751
402
118
5446
420
4227
533
3426
3828
1222
16
3123
5244
3360
4436
5849
1523
4352
3845
3728
3745
2214
5547
1228
209
2112
3325
3627
925
238
5662
2721
5851
621
5345
5446
6154
5446
5142
5136
5751
6254
3425
105
5950
3854
6062
5850
2938
1920
3138
1828
1329
1228
4336
3562
2131
1507
5742
2733
1812
621
238
801
3163
4957
3645
2709
4041
1421
3657
5145
816
1127
5549
3627
1918
2
5159
5751
402
5136
5903
2726
502
234
5034
6263
918
3224
519
5951
4637
6360
4535
406
3114
4120
4841
6254
1228
4551
1927
5763
6051
4227
1456
2922
5029
1936
816
6004
526
1026
6263
5740
4841
2726
504
2835
5546
5742
3528
5143
5259
1228
4234
1531
3947
1127
936
3138
2625
5952
5216
1203
4335
2018
5034
3721
3342
2129
1119
3528
6134
5749
5149
4142
3428
4132
4840
1228
2836
1428
4236
917
1833
3729
2128
1026
2534
4445
5
5961
1835
5354
5144
2644
3845
2835
3831
4840
2710
1827
3728
5212
4941
4032
2845
5135
1127
5758
1028
704
1422
512
513
2618
1329
512
917
6062
211
5628
3543
5136
3225
3745
900
2212
6359
6245
3240
5054
3828
4528
519
4336
406
4436
3746
2619
705
2734
1119
1228
2728
1415
1812
5135
4445
504
4335
2627
1014
1523
3
504
5950
605
5225
513
3138
3342
3350
210
6162
3619
526
5043
6162
2736
4628
4328
2736
229
6154
1811
1127
102
6061
925
5931
1531
1213
4840
3428
5810
1828
209
5539
2734
2230
5243
2127
226
317
3645
4528
4739
6357
5135
5742
1329
2127
5742
1329
6245
209
3729
5961
5344
6059
1827
3426
5344
6252
4647
3318
405
1228
319
3319
1127
6152
5135
6062
1812
311
4941
2937
3730
6146
5935
2229
3526
1220
1422
1229
1221
2843
3544
3543
3425
1119
4551
526
1523
406
4528
5844
3619
3845
503
3218
3037
605
1928
1710
4133
824
5952
614
1315
1928
5143
2742
5903
2936
2943
2712
3217
220
5135
5261
2027
2534
4032
1205
209
3646
3930
2026
220
3745
4535
1018
6062
412
5742
317
4933
204
3037
507
2930
4933
3226
4536
2720
6154
302
118
4012
1015
1523
4832
1218
4832
305
304
1126
5436
4250
3947
6152
5034
405
2013
1017
2928
926
5236
817
2416
5851
4333
1127
1252
1506
3747
5135
5462
5657
1423
1026
3
238
5438
5040
4518
6059
4033
2736
2635
5658
4437
3528
3963
1329
1127
6245
5658
1228
1430
2735
5058
4530
2127
5150
3947
5547
4943
5245
504
3139
6160
1329
5436
2409
1127
2835
5445
6154
1927
925
2136
1507
157
5244
4251
2518
3746
5546
3931
1018
1828
4351
5143
2735
2938
514
6154
6245
3122
118
4536
5134
4436
918
6062
406
1922
4140
3619
2953
5135
2754
6062
5962
4452
5034
2812
5658
824
5034
5751
2718
615
1421
406
714
3023
1816
406
2834
405
2843
2831
2812
3427
1421
3654
614
3527
1119
6147
4453
3947
3122
5951
1104
6062
1127
118
5844
3360
2138
402
5851
1027
5446
1513
5830
2914
4702
1918
5962
2019
5244
6323
3425
5135
5961
4341
1219
5345
6154
4637
4328
118
3846
3720
3930
5740
5547
118
1422
5446
5135
3444
1329
5539
6062
4227
1506
2410
2938
5539
1725
5944
4655
321
1228
1228
4935
5950
3417
6062
1809
2542
312
1422
5763
4334
6143
6245
5963
5943
5960
504
5810
2721
1026
6160
1833
3831
6152
1422
3728
1208
5143
4941
1220
2432
2829
519
2322
5751
3023
2957
2619
311
4335
2618
5321
5339
3336
6134
2922
3929
3427
3811
1523
613
4761
800
2635
2027
1114
533
6360
40
1442
3755
305
1912
1928
2943
1835
512
5658
2810
5049
5851
5830
1922
343
5446
3427
1531
4551
5158
1422
3
4236
238
3745
1835
2331
3527
5810
4505
4149
5134
1211
2236
1026
5742
3425
800
5945
1834
2635
2305
5161
402
5235
1608
4941
5851
2943
1422
406
5136
3518
1228
5941
3518
238
5346
2243
4452
5830
436
1228
2845
1624
3645
503
6159
2845
1329
1227
3351
6160
5034
4655
5225
6245
3241
5709
1018
5337
1921
6062
5042
118
3240
2331
5244
3022
238
5960
3730
5150
1117
1103
4303
5648
4019
2013
5659
402
4135
6152
4654
2441
5657
4958
1103
3845
1138
4856
2829
5143
5941
4535
5658
1912
6263
1329
149
4653
2034
1042
1228
1810
2013
3859
6263
2826
6152
3038
4738
330
4260
406
1329
2027
6156
2533
2911
3224
3045
5244
402
2902
5438
5837
2129
1812
3433
5830
503
1928
4019
6145
406
5445
4957
4958
406
238
512
5244
4950
2047
5851
6360
3417
6263
2041
2733
2831
901
6125
5251
305
1127
5861
5844
4329
5546
3946
2004
211
1422
5957
6062
2728
5234
3441
5632
3121
406
1608
512
5951
4933
3528
5143
5244
2943
1531
512
6253
5034
2835
1826
5409
1828
4832
5244
4739
3630
1626
3527
6061
1000
2532
6059
3643
1026
6062
1725
1143
1
4629
5547
5903
3427
5941
5133
1430
2534
5851
615
5135
2633
238
220
2842
6059
5742
3831
4953
305
1422
6360
526
5539
4334
402
918
3628
4147
4
1602
621
304
4453
1026
1228
925
514
6263
816
5034
4942
3829
2
6255
1819
1523
2729
5134
4834
6254
4049
406
4941
1725
2818
1018
1609
5446
1926
2204
242
6154
321
2113
3829
504
2128
3517
1329
1220
1321
5446
1228
5135
1421
216
4246
1019
1018
621
5911
1744
4243
3618
5563
2
5244
816
4336
1128
5133
514
1011
3022
2921
6245
1530
5446
1228
6061
2736
513
2130
3644
4840
514
6052
614
6255
4225
6245
3250
6152
1026
2416
1404
512
4337
1522
6245
238
2028
5143
1220
311
6137
1523
1827
3728
5952
1918
3441
5446
824
1422
3341
3443
2027
1934
3628
1928
311
5931
6062
1220
3039
5142
5351
2230
1219
5950
2131
6160
2617
3022
2836
3629
4436
209
6245
919
4234
128
1103
5236
5103
1058
1018
1221
3115
3020
5338
4528
1037
6125
3643
2836
2019
2836
2821
5345
5446
5143
1320
4227
5337
5830
6254
1812
6058
1127
4951
1422
6062
2112
519
3628
5143
5963
5236
118
5344
6152
2012
5919
2516
118
6062
5742
3745
3637
1026
3340
5616
2060
704
5158
6245
5345
2230
706
2943
4117
118
220
2028
4033
4133
3104
4739
3730
5709
3441
209
2129
1018
3121
612
5034
6245
4537
4243
5531
6254
1228
6347
305
2634
402
1725
4423
5236
2136
4133
5941
607
1625
3023
5355
3021
3946
2011
1119
1927
3738
5742
615
3830
310
4638
607
5539
523
5446
1228
5135
2019
5445
5951
406
613
310
5143
5438
3629
5135
5245
1205
5547
607
2416
1221
3645
512
5236
3528
3720
3325
1928
1126
406
3802
111
5244
4638
5135
1228
1435
2632
5951
5547
5648
5851
2846
1812
6061
4335
6245
3746
3829
1803
4426
2735
6362
4840
4840
1430
2733
2920
607
2004
351
220
3746
3526
5547
5043
5935
411
5133
2625
3645
6160
2846
4113
1019
5742
5427
1226
3420
5648
1405
2113
5659
4127
6158
1127
1827
5135
5446
4109
3045
5446
3139
6062
2214
5329
1329
2329
2818
4562
1026
2451
4942
2719
406
1911
621
2937
1709
5941
533
6160
5760
4552
3427
5842
6152
917
1329
2718
5243
514
1828
6160
5447
1422
3929
1026
1701
5446
1422
3820
2921
2113
4233
2938
4832
2127
229
1624
504
1833
3527
5354
5539
3528
2229
1127
5143
211
1329
1026
2532
1220
2912
4352
405
2717
1219
1749
201
6158
5742
1236
3326
605
2138
1321
2624
3600
6261
1121
3620
3427
402
5963
6245
5837
5034
3248
1026
1121
431
1121
6145
1127
1128
513
321
5058
3425
5337
1025
6134
1835
6062
111
1117
1128
1734
406
6160
1228
6255
5042
5547
2027
2230
5260
5935
5052
4933
6058
5837
1825
2633
5048
4335
2127
351
5751
3441
4135
118
2011
229
503
4225
5935
901
5447
4234
406
1710
1415
4227
3114
2129
4832
2104
4232
3525
824
6154
4350
5043
428
4
5446
4933
5237
4941
312
1220
18
3348
5427
1927
3250
3441
2820
5446
1119
4840
2741
2417
100
3325
2127
5345
2721
607
5362
5135
410
3419
311
6062
512
5236
4012
5760
5741
5660
6362
5951
5135
3224
2636
4933
5742
111
561
118
3622
2029
6156
5244
1523
118
2719
1820
4832
1331
118
234
4513
6357
2829
5751
3837
2736
6362
4840
5951
3829
4530
5236
504
5446
5616
422
1421
4236
1937
1423
6116
3123
1220
519
2811
3021
406
3224
1228
327
406
5956
3326
5157
3829
6145
1
5742
4032
4832
6052
621
5958
5057
925
5953
6245
1319
5033
420
2820
4832
3326
5851
2534
5547
1423
2742
5034
3
3645
1308
540
1228
5235
2213
3225
2533
1828
5135
4531
4336
917
405
411
2122
5945
5136
1923
4536
5539
5849
4236
1923
2820
816
4436
2229
307
2138
918
916
1127
1103
2129
111
5742
5236
4233
2718
6058
6061
3644
4250
220
1127
714
3830
2936
5237
2130
6154
5034
1220
3139
4352
2712
2936
949
3341
3528
102
4135
6154
1422
3831
5143
5446
5742
6143
3541
1329
4058
1219
6143
3316
2635
2451
6245
201
912
1226
5144
2635
5143
6154
2730
2735
6052
5034
2114
6062
6154
5352
1228
5709
6339
3022
2834
6062
220
612
2221
1825
3125
5859
1933
311
4840
4935
4445
2635
2938
2612
3638
1307
3023
2921
238
1121
304
4941
229
4049
203
4940
1011
1903
5350
3931
503
5851
2736
5143
1523
2331
605
4840
1710
422
6254
1211
5042
2921
1138
2831
5539
1112
6261
5927
1322
5742
2953
1026
406
5345
6153
1826
305
4127
2138
3932
5244
5056
1004
6158
553
3
5842
3527
2930
1147
3441
5043
1120
2912
2836
5935
5438
6062
1220
238
5844
3663
242
5742
5337
5818
2836
1926
2728
1322
6247
2
5135
607
1422
4840
3324
3821
104
6160
311
824
317
3542
5150
1422
403
1531
1314
312
406
4754
621
6361
3543
312
5751
3552
4551
3427
4252
4126
811
1422
3846
1624
2936
4729
2935
925
603
512
5150
6152
2230
1422
553
1127
1322
5246
2136
2619
2128
5837
607
6062
2734
460
621
504
4561
3
3831
1749
1732
621
615
4125
6156
2845
2552
1305
2826
6245
3242
2533
3529
2742
1026
1220
312
4436
6245
2129
3234
5445
1828
4336
1353
1219
1008
6160
2105
1927
406
5462
5212
5345
621
5952
5742
1221
917
1835
5960
5238
1322
5446
3637
2351
238
3549
3839
238
5661
6162
311
5043
3642
4537
5346
2635
1523
4350
1531
5135
1026
6062
4856
2129
5034
1210
118
1018
1946
6245
5658
3045
1228
3945
5236
3651
3730
5851
1421
405
1928
311
2820
2836
5659
1026
452
3023
5935
1625
2818
5345
5034
5759
6245
1127
2540
2533
1640
6134
2619
4352
6323
4840
5455
4551
502
3544
1910
5660
6050
5043
5547
1228
311
1228
4334
4849
1421
5427
2351
5236
2239
3545
2944
5119
5243
310
5837
5919
1331
5363
533
3629
4840
6012
2718
2037
4840
2041
6020
5439
3240
220
6245
1422
1812
6245
1009
4443
526
4151
5761
2002
1127
4359
4345
4344
6159
5344
5658
4527
715
5337
5244
3427
1013
1804
1833
6125
1523
2835
4335
2644
201
3031
118
2735
1454
6113
2012
5244
209
1711
6134
1422
406
5931
1127
2021
311
1
714
4941
3746
2029
1422
5951
5751
715
5849
1147
1228
5539
1219
2127
5244
1120
118
5958
4754
6057
612
917
317
5453
3729
2618
6154
1112
1119
4840
103
704
1523
4357
621
2849
5462
1523
621
8
3823
6143
4234
5418
2019
3343
918
1221
2228
2736
1726
1920
2230
5863
5951
5657
16
2136
2835
5042
5760
1018
2029
2836
1220
4436
4438
3216
5135
1708
1228
4738
1329
2534
824
5951
1132
3907
201
242
519
614
1329
2633
5849
5145
5236
513
5742
4638
4227
1127
4942
1523
2845
5254
412
1927
1321
2011
1229
1321
1127
3349
5545
1827
4228
6245
1817
5042
5941
4235
2022
4942
4109
402
3619
2619
6245
3930
4327
3829
1312
310
5236
2442
1827
936
1118
4120
3426
614
1901
406
4832
5830
4753
4337
621
1018
5345
5034
1609
3448
918
1228
2633
403
5049
1725
3643
6160
359
1118
2021
4762
1523
312
5941
2027
3520
6163
4149
1222
1228
6261
1835
3627
512
5952
3
2122
901
4344
809
1319
1812
2936
6044
2113
2945
3620
6263
607
1119
1127
6062
3427
621
3731
5135
6359
4655
5143
6137
2434
1321
238
5837
824
2434
2814
5246
5446
5137
220
6158
1826
5135
3629
3
504
4428
5261
5859
1018
5204
4958
1421
6245
229
5251
211
3442
238
5742
5927
3128
406
4357
1824
405
2229
2028
2843
406
6261
6058
6154
2937
5145
5658
6261
621
2128
5749
5141
1230
6062
6143
1
4537
4940
6362
319
5409
622
312
6051
3730
4435
4125
607
1228
3705
2027
5427
3139
2634
5851
621
5658
5742
6036
3309
5932
5204
6261
5742
621
4349
5453
216
118
1119
1015
1329
2136
301
1230
4551
2115
5943
1835
118
2113
5751
5141
5742
5345
2038
2426
3022
1921
2331
504
1442
402
312
1213
1329
5337
4352
6154
306
5658
5849
4450
406
5957
1329
258
4149
604
3627
5903
5244
1119
2838
918
2129
1523
5134
818
5337
209
3729
5446
4539
5661
3418
3829
312
5135
4637
2533
2818
1218
2735
1834
1213
2322
4808
519
6146
1811
4234
1835
2735
1321
4914
5749
6058
1127
6062
6159
2131
3544
4135
6253
2743
4234
5657
529
1228
4933
5346
359
4221
2618
1105
351
4436
2
5354
3628
2835
319
3427
607
621
5563
4840
6061
2149
5756
917
6062
27
4429
1127
5960
2610
403
6245
5759
406
6105
5547
4840
6252
533
1321
1018
1329
1406
2935
4755
5742
2938
412
5044
621
3046
1026
406
2029
816
5034
3628
6245
4754
1220
4336
4530
5657
4921
526
5447
4957
6153
3551
2835
310
5950
5438
1531
6254
1523
6152
5857
5142
3651
405
1121
3744
2835
5547
5136
5445
3633
5135
4832
621
5034
1228
5018
5259
1127
2915
2027
3830
6062
4232
3039
3525
6062
3022
2
6263
3121
6245
351
2836
1927
1121
4629
4840
6043
4026
1221
3544
238
1842
1221
1003
1531
1121
5952
1329
5742
6062
310
1811
1321
2433
2742
925
1812
3643
3225
3831
1422
1127
4754
4044
2239
1228
5445
5134
2734
1228
2835
6245
613
5041
1934
5851
2938
1640
5850
4941
3845
3619
6260
3038
2129
118
5034
5951
3628
5244
1102
504
3845
1018
5849
1708
3644
6362
3325
5237
6153
1555
1026
2819
4513
3342
504
431
615
1812
1624
514
504
5253
229
4032
4322
5849
612
5830
2719
1321
2138
312
5034
4134
204
2030
218
5830
5244
3912
219
209
1430
5244
6044
824
5963
3720
3226
4535
5445
2028
4342
2736
3440
2838
2511
4233
2012
1529
1835
6263
1523
5837
3831
6263
5446
800
2451
1315
4655
4336
6261
1927
1725
402
5742
2128
4546
3643
6012
5539
1321
1523
2331
2751
2038
504
2735
513
1926
6162
3521
2835
2633
3642
3738
514
4
5259
1117
1827
6061
621
410
118
118
5461
6345
5742
2835
2922
4528
5159
3031
4933
1928
5134
1026
311
3427
3427
5136
4535
5742
6154
1018
1329
311
816
1507
1239
5951
5951
6154
1228
5148
2331
3224
2018
3037
6252
5748
411
3935
4840
5931
1228
5143
220
3637
512
925
1228
6245
5043
5742
324
4134
3022
211
3021
1523
3442
4437
514
1817
3632
3646
4552
1421
2013
3139
5344
2315
6245
1834
2136
5951
6254
319
1026
2827
1219
621
5244
203
5960
1228
118
4335
452
621
5951
1009
4436
111
4436
1312
2719
5943
5236
6
118
5445
1221
4638
6255
1204
3137
4528
2635
1103
1918
916
1810
4048
4755
6158
3426
545
2127
5133
5235
220
6245
5244
4234
310
2011
2027
4151
3425
4840
5943
5717
2736
5462
1911
1127
220
2619
3628
6062
2835
3845
2838
5042
406
1610
4537
503
1120
5950
5958
1819
2921
1322
2733
4853
118
4539
210
2920
1734
2703
2111
4435
4654
1321
2711
5751
1121
1819
2635
4928
6154
512
5427
2930
2028
2127
5903
5849
6361
2636
6245
1226
226
5251
2136
2820
4126
5952
1824
1708
2718
5648
502
3020
3845
118
5337
3835
3440
2618
4754
428
1026
5658
2837
514
4555
405
5345
4551
2628
2027
519
915
1828
1127
3620
824
1422
6255
3248
4941
3643
3627
3
2811
3123
614
3532
4
2921
6152
5034
3644
4158
311
4361
1404
2027
6245
6051
4832
2508
406
4840
918
311
1127
3014
229
1239
6036
310
3831
118
6252
118
1037
519
1211
824
2416
5136
2330
2717
2741
3839
3831
5034
809
5136
1101
5204
4352
3542
1321
1018
2130
4233
5446
5935
4638
514
925
4535
6252
5345
2128
3835
4454
1835
6154
715
460
2931
452
4426
1119
5057
4445
817
118
2734
6134
5134
6058
5844
5742
5951
6062
519
1329
4535
3627
3839
2620
2511
4435
2138
4832
2735
917
4233
6020
2717
311
1523
5445
1632
2136
5346
4840
1826
5438
5849
5554
4941
6254
1329
5051
4149
116
5135
6061
3350
5246
406
4109
5911
1725
6062
3039
2925
3325
2644
3822
5042
2829
526
4446
317
706
3426
1127
3036
4234
2821
2027
5236
310
5355
4631
1918
5346
1329
1228
5850
5143
6245
2127
3828
3319
3845
4740
3553
2938
4832
2038
512
5640
4
406
4535
5142
4
4336
4638
3930
1927
519
5935
1514
3719
1345
211
6058
5608
4241
3418
848
3637
3644
5945
1531
4149
411
3022
118
2321
1220
3642
1214
1523
6160
2530
2936
3527
5659
925
4462
5150
311
3730
1119
5951
613
5446
6153
5141
5242
2138
1127
4
302
1219
6159
1239
2027
5941
1625
2836
1811
5748
5034
6062
5143
5244
304
2735
6247
2330
4032
6359
1725
1661
5145
5751
3427
526
5942
1531
1127
5253
2820
621
4553
1624
1507
5758
2127
5561
5354
1935
3723
3021
4452
226
5049
312
1827
305
1026
3312
1112
3013
3619
4948
3719
1213
5228
2331
1228
4530
1827
5751
311
4
1228
1119
1228
141
2736
1127
406
3536
3441
4117
5658
1936
824
4554
5657
3628
1933
4250
817
6062
5941
553
229
1119
5742
621
4941
3234
925
359
216
2027
1918
2018
1421
5244
5742
6062
5034
1827
2026
5236
3
3139
2028
1018
4933
1507
5134
201
220
5344
5837
1610
3621
5837
1011
521
5640
607
1421
2432
3837
4551
4755
3410
5935
312
5941
621
4539
5600
4127
2937
519
125
3
5041
1003
2433
5143
2936
2330
211
5134
6252
203
6246
614
537
6020
621
5455
3931
5751
1329
1609
4942
5547
2921
238
5135
5042
4430
6159
5354
3038
911
4012
2822
1726
4753
2223
1835
4334
229
2919
3138
2104
1026
824
1329
824
1114
5952
411
2138
2610
5830
4443
1845
621
3
5042
3651
1531
5446
1422
5950
5547
6263
4942
5143
1935
310
4942
5135
5446
6153
406
621
5242
3234
1609
5
6362
5135
6245
3123
4351
1828
2
3528
102
1018
1018
1018
917
1009
5763
1321
6347
4233
2314
6245
1018
4322
5243
403
5826
1321
2618
1905
2634
4820
211
2122
6113
108
3947
4537
3051
3325
4236
5034
1329
2947
612
1329
4948
4435
3426
4140
2
824
5658
312
6062
5143
406
3139
6153
1219
3934
4643
2610
3527
118
1127
1910
1923
5134
1018
5236
6059
1228
339
5244
1018
2735
5236
5856
310
6061
5447
3138
313
2922
4435
2221
3551
5260
514
2011
5135
3520
526
1940
6058
621
312
5830
4521
2129
3325
1119
304
3424
4257
2735
5245
917
406
1320
1244
4933
925
3931
2744
5041
1221
4423
615
2114
2719
6160
1229
925
917
5539
5245
4336
6062
4437
2027
216
1331
1422
5963
6162
5344
1113
5659
5446
514
5134
4426
1018
1219
5837
